week_end_date,movie_id,rank,domestic_gross,domestic_theaters_count
2021-01-07,464052,1,6591907,2151
2021-01-07,529203,2,2731370,1751
2021-01-07,581032,3,2143800,1928
2021-01-07,549514,5,953070,1183
2021-01-07,551804,9,78785,201
2021-01-07,675327,13,51866,70
2021-01-07,653746,17,19000,150
2021-01-07,596161,19,10085,49
2021-01-07,713235,20,10000,30
2021-01-07,759902,21,2305,6
2021-01-07,773394,22,1501,20
2021-01-07,613658,24,307,3
2021-01-14,464052,1,3606246,2218
2021-01-14,529203,2,2183815,1818
2021-01-14,581032,3,1593370,1986
2021-01-14,549514,5,871642,1222
2021-01-14,675327,10,83167,107
2021-01-14,551804,12,69465,172
2021-01-14,638741,16,13271,54
2021-01-14,530789,17,10077,1
2021-01-14,759902,19,4978,8
2021-01-14,629540,21,2226,2
2021-01-14,773394,26,59,1
2021-01-21,464052,2,2835516,2201
2021-01-21,529203,3,2765990,1855
2021-01-21,581032,4,1387525,1953
2021-01-21,549514,7,645757,1175
2021-01-21,551804,14,56395,136
2021-01-21,675327,19,16793,68
2021-01-21,638741,20,15154,79
2021-01-21,759902,21,3649,4
2021-01-28,529203,2,2091610,1876
2021-01-28,464052,3,1892294,2013
2021-01-28,581032,5,975060,1953
2021-01-28,549514,7,515000,1175
2021-01-28,551804,19,50335,134
2021-01-28,530789,25,8452,1
2021-01-28,638741,27,7204,38
2021-01-28,675327,29,4478,22
2021-01-28,759902,32,1773,3
2021-01-28,629540,33,846,1
2021-02-04,529203,2,2152485,1901
2021-02-04,464052,4,1497102,1864
2021-02-04,581032,6,666805,1674
2021-02-04,549514,8,282640,1022
2021-02-04,551804,19,41410,150
2021-02-04,530789,26,5612,1
2021-02-04,638741,28,2015,10
2021-02-04,675327,31,628,6
2021-02-04,629540,32,399,1
2021-02-11,529203,2,2019160,1935
2021-02-11,464052,4,1114406,1818
2021-02-11,581032,6,488800,1537
2021-02-11,549514,8,218864,864
2021-02-11,551804,16,32405,127
2021-02-11,530789,28,3288,1
2021-02-11,638741,33,777,8
2021-02-11,629540,34,723,1
2021-02-18,529203,1,2875495,1890
2021-02-18,464052,4,1381606,1681
2021-02-18,581032,8,489030,1243
2021-02-18,549514,13,196567,667
2021-02-18,638741,33,608,2
2021-02-25,529203,1,2021180,1913
2021-02-25,464052,4,985382,1644
2021-02-25,581032,9,303030,1161
2021-02-25,549514,15,118716,608
2021-02-25,638741,33,2489,6
2021-03-04,529203,2,1656060,1912
2021-03-04,464052,4,1021558,1534
2021-03-04,581032,10,270255,992
2021-03-04,580532,11,234925,216
2021-03-04,549514,19,84123,511
2021-03-04,792657,21,51101,79
2021-03-11,527774,1,10337165,2045
2021-03-11,412656,3,4661407,1980
2021-03-11,631058,4,1547660,1252
2021-03-11,529203,5,952280,1604
2021-03-11,464052,8,618452,1217
2021-03-11,581032,14,190635,838
2021-03-11,580532,19,110471,210
2021-03-11,549514,23,32385,196
2021-03-11,792657,25,23182,39
2021-03-11,754934,27,18850,25
2021-03-18,527774,1,7945441,2163
2021-03-18,412656,3,3107226,1995
2021-03-18,631058,4,1114815,1272
2021-03-18,529203,5,840853,1440
2021-03-18,820556,7,603955,865
2021-03-18,464052,8,546288,1139
2021-03-18,796368,10,470000,130
2021-03-18,635012,11,336481,814
2021-03-18,805065,13,223541,104
2021-03-18,581032,21,112555,703
2021-03-18,580532,23,59342,124
2021-03-18,675575,27,20563,14
2021-03-18,754934,28,18768,29
2021-03-18,792657,32,7242,16
2021-03-25,527774,1,6607251,2261
2021-03-25,412656,3,2514623,2132
2021-03-25,529203,5,808355,1411
2021-03-25,631058,6,804365,1184
2021-03-25,464052,8,511815,1158
2021-03-25,820556,10,418555,933
2021-03-25,805065,17,181152,133
2021-03-25,635012,19,155170,821
2021-03-25,581032,22,108320,698
2021-03-25,675480,26,38951,110
2021-03-25,754934,30,12881,19
2021-03-25,792657,31,9708,7
2021-03-25,793807,34,5111,7
2021-04-01,399566,1,16474454,2409
2021-04-01,615457,2,8804295,2460
2021-04-01,527774,3,5243063,2212
2021-04-01,412656,5,1569812,2036
2021-04-01,529203,7,701625,1319
2021-04-01,631058,8,478055,1028
2021-04-01,464052,11,360185,1128
2021-04-01,820556,13,205432,652
2021-04-01,805065,14,195587,138
2021-04-01,581032,17,142725,620
2021-04-01,635012,26,27055,261
2021-04-01,800213,28,15800,106
2021-04-01,675480,30,9193,76
2021-04-01,792657,32,4410,2
2021-04-01,776946,40,1209,3
2021-04-01,793807,42,713,7
2021-04-08,399566,1,39645626,3064
2021-04-08,632357,2,4331878,1850
2021-04-08,615457,3,4172840,2567
2021-04-08,527774,4,2967491,2031
2021-04-08,412656,8,556587,1605
2021-04-08,529203,9,338235,1212
2021-04-08,464052,12,193041,1011
2021-04-08,631058,14,157580,603
2021-04-08,805065,18,93197,85
2021-04-08,820556,19,67944,186
2021-04-08,581032,26,16350,166
2021-04-08,635012,32,3223,41
2021-04-08,800213,35,1516,15
2021-04-08,807278,36,1513,2
2021-04-08,776946,37,1135,1
2021-04-15,399566,1,16690347,3084
2021-04-15,615457,2,3553910,2400
2021-04-15,632357,3,3170855,1850
2021-04-15,527774,4,2674199,1941
2021-04-15,412656,9,365253,1300
2021-04-15,529203,10,305555,1139
2021-04-15,464052,15,111513,972
2021-04-15,820556,17,85426,202
2021-04-15,631058,19,76145,448
2021-04-15,805065,25,28465,46
2021-04-15,581032,27,20885,141
2021-04-15,762888,33,6772,7
2021-04-15,635012,35,4037,18
2021-04-15,807278,40,765,1
2021-04-15,776946,43,303,1
2021-04-22,399566,1,9565417,3001
2021-04-22,615457,2,3280675,2405
2021-04-22,632357,3,2642396,2057
2021-04-22,527774,4,2389559,1945
2021-04-22,529203,10,370275,1169
2021-04-22,412656,11,271277,1242
2021-04-22,820556,14,201711,689
2021-04-22,464052,17,109839,952
2021-04-22,581032,25,31035,143
2021-04-22,805065,29,17914,30
2021-04-22,635012,37,2472,14
2021-04-22,807278,38,2051,2
2021-04-29,615457,3,2296090,2252
2021-04-29,527774,4,2081778,1819
2021-04-29,632357,5,1920290,1835
2021-04-29,529203,10,247897,1156
2021-04-29,412656,13,134692,1071
2021-04-29,820556,14,113798,575
2021-04-29,581032,27,10975,92
2021-04-29,805065,31,3110,13
2021-04-29,635012,33,1819,5
2021-04-29,807278,36,1072,1
2021-05-06,399566,3,3462462,2573
2021-05-06,527774,5,1705960,1810
2021-05-06,615457,6,1699370,2056
2021-05-06,632357,7,1379334,1538
2021-05-06,529203,13,233160,1111
2021-05-06,820556,14,206872,713
2021-05-06,412656,21,67279,502
2021-05-06,805065,37,1548,7
2021-05-06,807278,39,690,1
2021-05-06,635012,40,436,3
2021-05-13,399566,4,2517863,2573
2021-05-13,527774,5,2453907,2315
2021-05-13,615457,8,1093845,1931
2021-05-13,632357,9,967264,1390
2021-05-13,635012,11,487839,121
2021-05-13,529203,13,218830,1200
2021-05-13,820556,20,89928,224
2021-05-13,412656,28,39752,413
2021-05-13,464052,31,35342,351
2021-05-20,527774,5,2233731,2285
2021-05-20,399566,6,1924558,2484
2021-05-20,493675,9,1007035,2033
2021-05-20,615457,11,529295,1553
2021-05-20,632357,12,484273,859
2021-05-20,529203,16,210380,1097
2021-05-20,820556,26,26694,75
2021-05-27,527774,3,2225820,2375
2021-05-27,603206,5,1087592,1254
2021-05-27,493675,7,688550,2104
2021-05-27,615457,9,434810,1464
2021-05-27,632357,10,430460,745
2021-05-27,728125,13,195930,308
2021-05-27,529203,14,177070,1054
2021-05-27,820556,25,24291,46
2021-05-27,805065,45,219,2
2021-06-03,520763,1,69110985,3726
2021-06-03,337404,2,32441673,3892
2021-06-03,527774,5,3356781,2015
2021-06-03,399566,7,1361463,1815
2021-06-03,603206,8,1014696,1284
2021-06-03,615457,14,177555,666
2021-06-03,632357,15,148202,303
2021-06-03,728125,17,113046,308
2021-06-03,529203,18,94935,926
2021-06-03,493675,21,49155,606
2021-06-03,820556,31,11392,18
2021-06-03,805065,47,80,1
2021-06-10,423108,1,33751425,3102
2021-06-10,520763,2,28229230,3744
2021-06-10,337404,3,16818273,3922
2021-06-10,527774,6,1711270,1504
2021-06-10,399566,9,757804,1815
2021-06-10,603206,10,392822,648
2021-06-10,800247,11,251159,90
2021-06-10,529203,16,80270,889
2021-06-10,615457,17,63170,417
2021-06-10,632357,18,46871,68
2021-06-10,514995,23,22517,100
2021-06-10,764068,24,18722,46
2021-06-10,574086,32,8877,2
2021-06-10,820556,35,7380,16
2021-06-17,520763,1,18518963,3515
2021-06-17,467909,2,15454628,3456
2021-06-17,423108,3,14699859,3102
2021-06-17,337404,5,10375856,3307
2021-06-17,522931,6,5349340,2940
2021-06-17,583116,8,1410887,420
2021-06-17,553592,10,642331,500
2021-06-17,399566,13,449404,1815
2021-06-17,625169,14,366567,132
2021-06-17,527774,15,314054,559
2021-06-17,603206,16,177155,293
2021-06-17,800247,17,167846,90
2021-06-17,529203,18,85765,882
2021-06-17,615457,23,28190,366
2021-06-17,665886,27,18032,31
2021-06-17,574086,30,12573,14
2021-06-17,632357,32,8617,24
2021-06-17,711542,35,6288,9
2021-06-17,820556,39,3019,5
2021-06-17,764068,40,2456,21
2021-06-24,522931,1,15649346,3331
2021-06-24,520763,2,14329188,3401
2021-06-24,337404,4,7941433,3110
2021-06-24,423108,5,7762082,3102
2021-06-24,467909,6,6476881,3509
2021-06-24,625169,8,1335425,1047
2021-06-24,583116,9,903849,539
2021-06-24,553592,11,497788,600
2021-06-24,776485,12,401210,534
2021-06-24,399566,14,352603,1815
2021-06-24,527774,16,164680,252
2021-06-24,800247,17,132829,90
2021-06-24,776526,18,129443,227
2021-06-24,603206,20,78512,147
2021-06-24,529203,21,71885,850
2021-06-24,615457,22,34425,307
2021-06-24,663866,24,20484,57
2021-06-24,730081,27,15763,17
2021-06-24,574086,31,12044,19
2021-06-24,665886,33,8183,22
2021-06-24,716283,42,1616,5
2021-06-24,711542,46,810,4
2021-07-01,520763,2,10023293,3124
2021-07-01,522931,4,7379481,3361
2021-07-01,337404,5,6461749,2820
2021-07-01,423108,6,4722297,3102
2021-07-01,467909,7,3680515,2403
2021-07-01,625169,9,883369,1020
2021-07-01,615457,11,750315,115
2021-07-01,583116,12,367148,355
2021-07-01,800497,13,357817,270
2021-07-01,399566,14,347654,1815
2021-07-01,553592,16,297295,355
2021-07-01,776485,18,189710,534
2021-07-01,776526,19,88910,209
2021-07-01,800247,20,86711,54
2021-07-01,527774,22,84593,120
2021-07-01,603206,23,41470,73
2021-07-01,693827,24,39770,49
2021-07-01,653594,26,23550,4
2021-07-01,795853,28,17530,75
2021-07-01,730081,30,17210,22
2021-07-01,663866,35,7523,12
2021-07-01,574086,39,3772,16
2021-07-01,665886,42,1841,6
2021-07-08,602223,3,20734915,3051
2021-07-08,520763,4,7482636,2826
2021-07-08,522931,5,5031680,3361
2021-07-08,337404,6,4527681,2380
2021-07-08,423108,8,2242090,1716
2021-07-08,467909,10,2075528,1405
2021-07-08,625169,13,439649,338
2021-07-08,615457,14,349250,224
2021-07-08,553592,15,164007,170
2021-07-08,800497,16,140917,209
2021-07-08,800247,19,75923,36
2021-07-08,527774,20,63156,75
2021-07-08,776485,21,46745,130
2021-07-08,653594,23,38239,24
2021-07-08,603206,24,25527,73
2021-07-08,776526,25,25498,56
2021-07-08,693827,28,21260,42
2021-07-08,730081,31,13055,21
2021-07-08,999156,32,12948,21
2021-07-08,663866,40,2943,4
2021-07-08,642684,43,1096,10
2021-07-08,665886,45,650,4
2021-07-15,602223,4,11015795,3058
2021-07-15,520763,5,5033575,2359
2021-07-15,337404,6,3750852,1875
2021-07-15,522931,7,2488284,1904
2021-07-15,423108,10,1046787,1716
2021-07-15,467909,11,1030966,1405
2021-07-15,625169,14,213159,185
2021-07-15,553592,15,123735,163
2021-07-15,583116,16,64913,44
2021-07-15,653594,19,47011,57
2021-07-15,527774,20,45681,55
2021-07-15,800497,21,43615,63
2021-07-15,800247,22,43431,28
2021-07-15,603206,23,26242,44
2021-07-15,776526,27,9591,23
2021-07-15,730081,30,7004,13
2021-07-15,999156,33,3026,13
2021-07-15,663866,35,2610,6
2021-07-22,602223,6,6256000,2735
2021-07-22,520763,7,3545753,1995
2021-07-22,337404,9,1917327,1175
2021-07-22,522931,11,1200978,1034
2021-07-22,467909,13,602696,1405
2021-07-22,423108,14,589441,1716
2021-07-22,625169,17,136731,140
2021-07-22,553592,19,95392,123
2021-07-22,653594,22,41447,111
2021-07-22,800247,24,30135,23
2021-07-22,527774,26,23540,41
2021-07-22,800497,27,21410,46
2021-07-22,603206,29,14283,30
2021-07-22,776526,34,7241,16
2021-07-22,663866,44,446,2
2021-07-29,602223,8,3572605,2113
2021-07-29,520763,9,1896907,1397
2021-07-29,337404,13,811542,495
2021-07-29,522931,14,485897,476
2021-07-29,467909,16,315704,305
2021-07-29,423108,17,276272,1716
2021-07-29,625169,22,85368,74
2021-07-29,553592,26,46335,83
2021-07-29,527774,27,35481,35
2021-07-29,800247,28,22050,17
2021-07-29,653594,35,9689,44
2021-07-29,800497,39,8025,17
2021-07-29,603206,44,6010,17
2021-07-29,776526,48,3943,12
2021-07-29,730081,56,1093,4
2021-08-05,602223,11,1659935,1166
2021-08-05,520763,12,936020,779
2021-08-05,337404,14,527117,235
2021-08-05,522931,17,248926,260
2021-08-05,527774,22,38405,30
2021-08-05,625169,24,33880,50
2021-08-05,553592,25,28133,47
2021-08-05,800247,29,13911,12
2021-08-05,653594,36,5212,18
2021-08-05,800497,44,3371,11
2021-08-05,603206,48,1335,17
2021-08-12,602223,12,748030,779
2021-08-12,520763,13,506489,520
2021-08-12,423108,16,253768,100
2021-08-12,337404,17,203441,148
2021-08-12,522931,19,133012,179
2021-08-12,467909,21,71835,191
2021-08-12,603206,24,47684,56
2021-08-12,625169,28,30430,42
2021-08-12,553592,30,24435,47
2021-08-12,527774,32,18188,24
2021-08-12,800247,34,12546,10
2021-08-12,653594,49,1255,4
2021-08-12,800497,53,628,11
2021-08-19,520763,15,316252,419
2021-08-19,602223,16,288995,516
2021-08-19,337404,19,104627,95
2021-08-19,423108,20,81710,100
2021-08-19,522931,23,47783,88
2021-08-19,625169,30,17243,30
2021-08-19,800247,31,11628,12
2021-08-19,553592,33,7255,31
2021-08-19,527774,44,1838,10
2021-08-26,520763,20,142970,349
2021-08-26,602223,21,121500,371
2021-08-26,337404,22,87755,80
2021-08-26,423108,33,16372,30
2021-08-26,625169,36,14117,25
2021-08-26,800247,41,4437,6
2021-09-02,625169,22,88656,255
2021-09-02,337404,24,69464,65
2021-09-02,602223,29,38240,298
2021-09-02,800247,48,3159,6
2021-09-09,566525,1,109815141,4300
2021-09-09,337404,23,46271,55
2021-09-09,602223,25,29045,234
2021-09-09,637014,28,27513,4
2021-09-09,625169,29,18576,41
2021-09-09,769364,34,10470,27
2021-09-09,832189,39,4726,3
2021-09-16,566525,1,45378414,4300
2021-09-16,619778,3,7123527,3485
2021-09-16,643532,8,1474390,580
2021-09-16,858385,9,1010123,1073
2021-09-16,744275,11,576028,246
2021-09-16,665896,20,110995,205
2021-09-16,602223,28,39955,182
2021-09-16,795530,29,38499,44
2021-09-16,637014,30,31175,29
2021-09-16,656609,33,19660,38
2021-09-16,337404,34,18173,40
2021-09-16,625169,37,12776,33
2021-09-16,659954,41,10518,2
2021-09-16,832189,43,7519,27
2021-09-16,769364,46,3119,14
2021-09-23,566525,1,27980529,4070
2021-09-23,749274,3,6227538,3967
2021-09-23,619778,5,3639976,3501
2021-09-23,738652,6,3226996,3005
2021-09-23,601470,9,909575,450
2021-09-23,643532,11,631530,584
2021-09-23,858385,12,587352,1073
2021-09-23,644089,13,483815,477
2021-09-23,744275,16,264663,246
2021-09-23,653572,29,28792,46
2021-09-23,602223,30,23085,175
2021-09-23,637014,31,16688,27
2021-09-23,795530,32,15420,31
2021-09-23,625169,42,4903,22
2021-09-23,656609,46,1855,12
2021-09-30,566525,1,16897718,3952
2021-09-30,567690,2,9349160,3364
2021-09-30,749274,5,2916842,4022
2021-09-30,619778,7,1982823,2534
2021-09-30,738652,8,1774853,3005
2021-09-30,601470,10,955595,1352
2021-09-30,744275,11,760232,1294
2021-09-30,643532,13,451810,739
2021-09-30,644089,15,254360,487
2021-09-30,858385,17,157336,502
2021-09-30,653572,29,19724,48
2021-09-30,659954,33,11473,18
2021-09-30,602223,35,11145,174
2021-09-30,795530,36,11049,19
2021-09-30,637014,37,10328,20
2021-09-30,625169,44,4196,12
2021-10-07,580489,1,109665616,4225
2021-10-07,566525,3,8184963,3455
2021-10-07,524369,4,5957052,3181
2021-10-07,567690,5,3356970,3364
2021-10-07,749274,11,737674,4022
2021-10-07,619778,14,457657,653
2021-10-07,601470,15,401251,985
2021-10-07,744275,17,257800,48
2021-10-07,738652,18,150086,425
2021-10-07,643532,19,100120,389
2021-10-07,858385,28,28098,68
2021-10-07,874909,35,14034,9
2021-10-07,653572,38,5287,21
2021-10-07,637014,39,5100,9
2021-10-07,795530,40,5075,11
2021-10-07,863246,41,4173,7
2021-10-07,625169,48,2250,3
2021-10-14,370172,1,75210554,4407
2021-10-14,580489,2,41912054,4225
2021-10-14,566525,4,6274094,2800
2021-10-14,567690,7,1487630,1927
2021-10-14,524369,8,1450000,3181
2021-10-14,744275,14,203707,149
2021-10-14,869724,15,119239,51
2021-10-14,601470,19,77583,125
2021-10-14,738652,20,53955,64
2021-10-14,637014,35,5091,8
2021-10-14,659954,36,4610,10
2021-10-14,795530,37,2847,7
2021-10-14,625169,39,2108,5
2021-10-14,653572,43,291,3
2021-10-14,863246,44,209,2
2021-10-21,370172,2,32944531,4407
2021-10-21,580489,3,21151961,4013
2021-10-21,566525,6,4442973,2300
2021-10-21,567690,11,521935,974
2021-10-21,744275,15,84750,126
2021-10-21,869724,21,38572,24
2021-10-21,601470,22,34987,55
2021-10-21,738652,26,7353,24
2021-10-21,659954,32,3043,8
2021-10-21,637014,34,2175,5
2021-10-21,795530,38,367,2
2021-10-28,438631,1,40100000,4125
2021-10-28,370172,3,17355650,3807
2021-10-28,580489,4,11961927,3513
2021-10-28,566525,8,2706409,1600
2021-10-28,567690,15,154210,489
2021-10-28,744275,20,23570,40
2021-10-28,601470,22,13209,25
2021-10-28,869724,30,7000,24
2021-10-28,637014,37,1750,5
2021-11-04,438631,1,22454930,4125
2021-11-04,370172,2,11460673,3507
2021-11-04,580489,5,7851077,3278
2021-11-04,566525,11,1552666,1115
2021-11-04,567690,18,48115,292
2021-11-04,647581,21,37000,102
2021-11-04,749274,25,22659,54
2021-11-04,601470,26,11927,20
2021-11-04,524369,27,10780,41
2021-11-04,874909,32,4177,3
2021-11-04,637014,39,1629,4
2021-11-11,524434,1,91265255,4090
2021-11-11,438631,2,11300121,3546
2021-11-11,370172,3,8884605,3007
2021-11-11,580489,4,6164555,2640
2021-11-11,585245,5,5580775,3407
2021-11-11,716612,8,3179321,996
2021-11-11,592508,13,2156899,491
2021-11-11,566525,15,923797,440
2021-11-11,863442,18,63119,51
2021-11-11,876987,23,39082,80
2021-11-11,567690,24,36520,220
2021-11-11,869724,36,1996,2
2021-11-11,637014,40,1202,3
2021-11-11,884573,42,552,2
2021-11-18,524434,1,33726908,4090
2021-11-18,585245,2,19832060,3700
2021-11-18,438631,3,7500705,3282
2021-11-18,370172,4,6127114,2867
2021-11-18,580489,5,4992876,2538
2021-11-18,777270,8,2496010,580
2021-11-18,716612,9,2234069,1265
2021-11-18,592508,14,947467,383
2021-11-18,566525,16,297378,335
2021-11-18,848788,17,178848,14
2021-11-18,863442,19,62570,51
2021-11-18,567690,21,48106,175
2021-11-18,811933,23,23980,5
2021-11-18,876987,25,14962,41
2021-11-18,795815,27,8206,2
2021-11-25,425909,1,63314511,4315
2021-11-25,524434,2,17818082,4055
2021-11-25,585245,4,12596384,3628
2021-11-25,614917,5,8073542,3302
2021-11-25,644495,6,7590504,3441
2021-11-25,438631,7,4944986,2467
2021-11-25,370172,8,4390641,2407
2021-11-25,580489,9,4237025,2538
2021-11-25,460458,10,3531339,2803
2021-11-25,777270,12,1513825,1128
2021-11-25,716612,14,1016639,954
2021-11-25,592508,17,362958,215
2021-11-25,821493,22,236984,343
2021-11-25,632617,23,234968,5
2021-11-25,848788,24,189536,15
2021-11-25,779029,25,182713,20
2021-11-25,811933,26,101951,288
2021-11-25,566525,28,68886,120
2021-11-25,811769,30,62376,11
2021-11-25,485432,31,41863,69
2021-11-25,850962,32,35750,233
2021-11-25,863442,34,22657,38
2021-11-25,632311,37,10217,6
2021-11-25,895178,39,6015,22
2021-11-25,876987,43,1077,7
2021-12-02,425909,2,28527083,4315
2021-12-02,644495,3,19277315,3477
2021-12-02,524434,4,9779462,3165
2021-12-02,460458,5,6987408,2803
2021-12-02,585245,6,5919170,3292
2021-12-02,614917,8,4124009,3302
2021-12-02,438631,9,2690573,1266
2021-12-02,370172,10,2243270,1342
2021-12-02,580489,11,1942331,1537
2021-12-02,777270,12,1353155,1128
2021-12-02,718032,14,537798,4
2021-12-02,632617,15,441835,102
2021-12-02,716612,16,314929,346
2021-12-02,811933,21,155093,288
2021-12-02,848788,22,96862,12
2021-12-02,779029,23,92867,16
2021-12-02,592508,24,80452,59
2021-12-02,821493,29,39675,121
2021-12-02,566525,33,20324,65
2021-12-02,485432,36,11458,30
2021-12-02,863442,37,5306,8
2021-12-02,795815,40,1791,4
2021-12-02,895178,42,1257,22
2021-12-02,659954,43,636,1
2021-12-02,632311,46,333,1
2021-12-09,425909,2,13062687,4059
2021-12-09,644495,3,10103553,3477
2021-12-09,524434,5,5527336,3230
2021-12-09,460458,6,3683197,2803
